id_lead,data_primeiro_contato,origem,roteiro_interesse,modalidade,n_pessoas,mes_viagem_desejado,orcamento_aprox,status,data_fechamento,dias_ate_fechar,valor_venda
032629,2024-10-14,Indicação,Caminho do Norte,Premium,2,Abril,R$ 21.303,Negociando,,,
032630,2026-07-28,Google,Via Francigena,Guiado,3,Setembro,R$ 23.704,Negociando,,,
032631,2022-12-04,WhatsApp,Caminho do Norte,Guiado,4,Abril,R$ 33.980,Sem resposta,,,
032632,2026-07-26,Indicação,Caminho do Norte,Premium,2,Abril,R$ 17.477,Sem resposta,,,
032633,2022-03-26,Google,Caminho Português,Guiado,2,Junho,R$ 14.102,Perdido,,,
032634,2024-02-12,Facebook,Caminho Francês,Premium,2,Agosto,R$ 24.099,Negociando,,,
032635,2024-11-16,Indicação,Caminho do Norte,Guiado,2,Março,R$ 18.140,Negociando,,,
032636,2021-08-11,YouTube,Caminho Português,Premium,1,Julho,R$ 7.582,Negociando,,,
032637,2022-04-07,WhatsApp,Caminho Francês,Guiado,5,Fevereiro,R$ 47.569,Fechado,2022-05-10,33,R$ 47.141
032638,2025-09-13,Instagram,Via Francigena,Guiado,2,Janeiro,R$ 18.146,Negociando,,,
032639,2024-08-26,Facebook,Caminho Francês,Premium,5,Julho,R$ 41.577,Sem resposta,,,
032640,2023-05-18,Indicação,Via Francigena,Autoguiado,3,Março,R$ 24.691,Perdido,,,
032641,2022-09-04,TikTok,Caminho Francês,Autoguiado,3,Abril,R$ 29.256,Fechado,2022-09-12,8,R$ 27.894
032642,2021-12-13,YouTube,Caminho do Norte,Guiado,2,Março,R$ 21.641,Perdido,,,
032643,2020-11-05,Facebook,Caminho Primitivo,Autoguiado,1,Abril,R$ 8.001,Perdido,,,
032644,2021-01-29,Indicação,Caminho do Norte,Premium,2,Agosto,R$ 17.329,Negociando,,,
032645,2023-08-04,Google,Caminho Francês,Guiado,2,Setembro,R$ 24.496,Fechado,2023-08-28,24,R$ 27.345
032646,2024-05-25,Indicação,Via Francigena,Premium,1,Janeiro,R$ 8.762,Negociando,,,
032647,2025-09-02,WhatsApp,Caminho do Norte,Guiado,1,Março,R$ 9.651,Fechado,2025-09-25,23,R$ 8.978
032648,2020-04-04,Google,Caminho Português,Autoguiado,1,Abril,R$ 8.099,Negociando,,,
032649,2022-05-25,Facebook,Caminho Português,Premium,5,Setembro,R$ 47.308,Perdido,,,
032650,2020-06-21,Facebook,Via Francigena,Guiado,2,Abril,R$ 17.782,Negociando,,,
032651,2020-10-10,YouTube,Via Francigena,Guiado,3,Junho,R$ 24.875,Sem resposta,,,
032652,2020-12-31,YouTube,Caminho do Norte,Guiado,4,Maio,R$ 30.085,Sem resposta,,,
032653,2022-10-01,Google,Caminho do Norte,Autoguiado,3,Maio,R$ 27.074,Negociando,,,
032654,2020-05-04,Facebook,Caminho do Norte,Autoguiado,2,Fevereiro,R$ 14.846,Negociando,,,
032655,2025-11-14,YouTube,Via Francigena,Premium,1,Dezembro,R$ 9.789,Negociando,,,
032656,2026-05-11,Google,Caminho Primitivo,Guiado,2,Março,R$ 21.900,Perdido,,,
032657,2024-01-11,WhatsApp,Caminho Português,Autoguiado,2,Fevereiro,R$ 11.909,Negociando,,,
032658,2024-07-01,TikTok,Caminho Primitivo,Autoguiado,2,Julho,R$ 17.987,Negociando,,,
032659,2023-12-24,Google,Caminho Português,Premium,3,Abril,R$ 25.085,Fechado,2024-01-02,9,R$ 27.679
032660,2026-10-15,YouTube,Caminho Primitivo,Guiado,4,Novembro,R$ 46.774,Fechado,2026-10-25,10,R$ 44.134
032661,2022-08-15,Facebook,Caminho Português,Autoguiado,1,Agosto,R$ 5.930,Perdido,,,
032662,2021-04-19,Instagram,Caminho Francês,Guiado,3,Setembro,R$ 30.328,Negociando,,,
032663,2025-06-09,Google,Caminho Francês,Guiado,2,Dezembro,R$ 18.633,Perdido,,,
032664,2022-07-03,Facebook,Caminho Primitivo,Premium,2,Novembro,R$ 18.471,Sem resposta,,,
032665,2025-07-16,Indicação,Caminho do Norte,Autoguiado,4,Outubro,R$ 26.241,Fechado,2025-08-14,29,R$ 28.853
032666,2020-05-12,YouTube,Caminho Primitivo,Guiado,2,Maio,R$ 20.381,Negociando,,,
032667,2025-03-26,Google,Caminho Português,Guiado,1,Setembro,R$ 8.686,Fechado,2025-04-29,34,R$ 8.284
032668,2025-08-17,WhatsApp,Caminho Português,Premium,4,Abril,R$ 27.341,Negociando,,,
032669,2022-08-26,TikTok,Caminho Francês,Guiado,5,Julho,R$ 64.461,Fechado,2022-09-27,32,R$ 69.860
032670,2022-12-28,TikTok,Via Francigena,Autoguiado,5,Junho,R$ 48.780,Negociando,,,
032671,2022-02-12,WhatsApp,Caminho Primitivo,Premium,1,Junho,R$ 10.559,Negociando,,,
032672,2024-06-04,YouTube,Caminho Francês,Autoguiado,5,Fevereiro,R$ 48.969,Negociando,,,
032673,2026-02-11,WhatsApp,Caminho Português,Guiado,3,Outubro,R$ 28.668,Perdido,,,
032674,2020-10-02,YouTube,Caminho Português,Autoguiado,2,Maio,R$ 15.871,Negociando,,,
032675,2024-12-21,Google,Caminho do Norte,Premium,1,Janeiro,R$ 8.810,Sem resposta,,,
032676,2022-10-25,YouTube,Caminho Primitivo,Premium,2,Setembro,R$ 21.689,Sem resposta,,,
032677,2026-03-19,Google,Via Francigena,Premium,3,Maio,R$ 35.923,Sem resposta,,,
032678,2024-01-31,Facebook,Caminho Português,Autoguiado,2,Julho,R$ 11.906,Negociando,,,
032679,2020-08-30,WhatsApp,Caminho Primitivo,Autoguiado,2,Setembro,R$ 16.168,Negociando,,,
032680,2021-07-29,Indicação,Via Francigena,Premium,4,Agosto,R$ 42.031,Perdido,,,
032681,2025-09-09,YouTube,Caminho do Norte,Autoguiado,2,Janeiro,R$ 17.583,Negociando,,,
032682,2021-07-15,Instagram,Caminho Português,Autoguiado,1,Setembro,R$ 7.199,Perdido,,,
032683,2024-05-26,Instagram,Caminho Francês,Autoguiado,5,Fevereiro,R$ 51.978,Negociando,,,
032684,2025-04-15,Instagram,Via Francigena,Guiado,2,Dezembro,R$ 18.592,Sem resposta,,,
032685,2021-07-19,WhatsApp,Caminho Francês,Guiado,5,Maio,R$ 61.754,Sem resposta,,,
032686,2026-04-12,YouTube,Caminho Português,Premium,4,Março,R$ 38.553,Perdido,,,
032687,2025-04-07,YouTube,Caminho Português,Autoguiado,3,Junho,R$ 17.783,Perdido,,,
032688,2020-03-29,Facebook,Caminho Francês,Premium,2,Fevereiro,R$ 16.895,Fechado,2020-05-02,34,R$ 15.608
032689,2024-01-30,Facebook,Caminho Francês,Guiado,3,Março,R$ 33.367,Negociando,,,
032690,2020-02-18,Google,Caminho Português,Premium,2,Março,R$ 19.299,Fechado,2020-03-10,21,R$ 19.073
032691,2022-05-12,WhatsApp,Caminho do Norte,Autoguiado,2,Janeiro,R$ 13.233,Perdido,,,
032692,2025-08-04,Google,Caminho do Norte,Premium,1,Junho,R$ 8.183,Negociando,,,
032693,2025-10-14,Indicação,Caminho Francês,Premium,1,Outubro,R$ 12.638,Fechado,2025-11-01,18,R$ 13.195
032694,2020-01-03,Indicação,Caminho Português,Autoguiado,3,Setembro,R$ 19.038,Fechado,2020-01-30,27,R$ 17.770
032695,2025-02-28,TikTok,Caminho Francês,Guiado,2,Abril,R$ 17.062,Negociando,,,
032696,2021-12-30,TikTok,Caminho Português,Autoguiado,4,Agosto,R$ 30.386,Negociando,,,
032697,2022-07-23,TikTok,Caminho do Norte,Autoguiado,3,Outubro,R$ 21.507,Negociando,,,
032698,2021-11-07,Indicação,Caminho Francês,Guiado,1,Dezembro,R$ 11.558,Sem resposta,,,
032699,2025-10-27,WhatsApp,Caminho Primitivo,Premium,3,Fevereiro,R$ 23.674,Negociando,,,
032700,2021-05-25,Instagram,Via Francigena,Premium,2,Dezembro,R$ 19.669,Perdido,,,
032701,2023-08-18,Indicação,Caminho Português,Autoguiado,2,Novembro,R$ 10.557,Negociando,,,
032702,2023-02-02,Facebook,Via Francigena,Premium,2,Julho,R$ 18.972,Fechado,2023-02-09,7,R$ 19.612
032703,2024-12-22,Indicação,Caminho do Norte,Guiado,4,Fevereiro,R$ 30.312,Sem resposta,,,
032704,2020-10-23,Google,Caminho do Norte,Autoguiado,2,Março,R$ 16.363,Sem resposta,,,
032705,2022-09-12,Facebook,Via Francigena,Premium,2,Outubro,R$ 18.915,Perdido,,,
032706,2024-09-12,Facebook,Caminho Primitivo,Autoguiado,3,Março,R$ 28.227,Perdido,,,
032707,2025-08-08,Instagram,Via Francigena,Autoguiado,2,Junho,R$ 20.804,Negociando,,,
032708,2026-06-15,Instagram,Via Francigena,Premium,3,Outubro,R$ 27.453,Negociando,,,
032709,2021-08-04,Facebook,Caminho do Norte,Premium,2,Março,R$ 17.222,Perdido,,,
032710,2026-02-12,Facebook,Caminho do Norte,Autoguiado,1,Julho,R$ 9.074,Sem resposta,,,
032711,2022-11-21,WhatsApp,Caminho Português,Autoguiado,3,Fevereiro,R$ 20.161,Negociando,,,
032712,2020-11-06,Facebook,Caminho Português,Premium,3,Abril,R$ 26.029,Fechado,2020-12-08,32,R$ 27.518
032713,2026-11-08,Indicação,Via Francigena,Guiado,4,Setembro,R$ 35.955,Negociando,,,
032714,2022-04-14,Google,Caminho Francês,Premium,2,Março,R$ 25.783,Negociando,,,
032715,2024-01-21,Google,Caminho Português,Guiado,1,Maio,R$ 8.301,Sem resposta,,,
032716,2025-03-26,Google,Caminho Português,Premium,2,Dezembro,R$ 12.444,Fechado,2025-03-31,5,R$ 12.929
032717,2024-01-24,WhatsApp,Caminho Primitivo,Guiado,2,Maio,R$ 23.259,Negociando,,,
032718,2025-08-29,Facebook,Caminho Português,Guiado,3,Junho,R$ 28.255,Perdido,,,
032719,2025-03-24,Google,Via Francigena,Autoguiado,2,Janeiro,R$ 17.004,Negociando,,,
032720,2023-09-08,Indicação,Caminho Francês,Guiado,4,Março,R$ 42.163,Sem resposta,,,
032721,2021-05-14,Indicação,Caminho Português,Autoguiado,2,Agosto,R$ 12.744,Negociando,,,
032722,2021-01-25,Google,Via Francigena,Premium,2,Dezembro,R$ 19.385,Negociando,,,
032723,2024-10-23,Google,Caminho Primitivo,Guiado,4,Maio,R$ 44.896,Negociando,,,
032724,2020-02-27,YouTube,Caminho Francês,Guiado,3,Janeiro,R$ 25.777,Fechado,2020-03-01,3,R$ 28.672
032725,2024-03-07,Google,Caminho Português,Guiado,2,Dezembro,R$ 13.633,Fechado,2024-04-06,30,R$ 15.218
032726,2026-12-09,Instagram,Caminho Primitivo,Guiado,5,Fevereiro,R$ 58.140,Negociando,,,
032727,2020-11-15,Instagram,Caminho Francês,Autoguiado,4,Julho,R$ 35.180,Sem resposta,,,
032728,2022-03-09,Instagram,Via Francigena,Guiado,2,Novembro,R$ 23.551,Perdido,,,
032729,2022-12-13,Indicação,Caminho Primitivo,Premium,3,Março,R$ 31.227,Negociando,,,
032730,2026-01-05,WhatsApp,Via Francigena,Guiado,2,Janeiro,R$ 22.493,Negociando,,,
032731,2025-08-05,Indicação,Caminho Português,Guiado,3,Janeiro,R$ 25.640,Negociando,,,
032732,2021-05-09,Facebook,Caminho do Norte,Autoguiado,2,Março,R$ 13.553,Perdido,,,
032733,2024-03-09,Instagram,Caminho Primitivo,Premium,3,Setembro,R$ 24.544,Sem resposta,,,
032734,2022-12-15,WhatsApp,Caminho Primitivo,Autoguiado,2,Maio,R$ 18.584,Negociando,,,
032735,2023-04-22,Google,Caminho Português,Autoguiado,3,Novembro,R$ 20.884,Fechado,2023-04-29,7,R$ 19.689
032736,2023-04-14,Instagram,Via Francigena,Premium,1,Dezembro,R$ 10.687,Sem resposta,,,
032737,2023-04-03,Google,Via Francigena,Premium,3,Dezembro,R$ 35.269,Perdido,,,
032738,2022-10-31,TikTok,Caminho Francês,Guiado,5,Fevereiro,R$ 48.970,Fechado,2022-12-02,32,R$ 48.973
032739,2021-11-27,TikTok,Caminho Francês,Autoguiado,2,Agosto,R$ 17.252,Perdido,,,
032740,2020-05-14,YouTube,Caminho Francês,Guiado,4,Maio,R$ 41.933,Sem resposta,,,
032741,2024-09-07,TikTok,Via Francigena,Guiado,3,Agosto,R$ 31.525,Negociando,,,
032742,2024-06-09,YouTube,Caminho Português,Guiado,3,Dezembro,R$ 22.942,Perdido,,,
032743,2020-04-02,WhatsApp,Caminho do Norte,Premium,2,Novembro,R$ 22.122,Negociando,,,
032744,2020-06-14,WhatsApp,Caminho Português,Guiado,4,Novembro,R$ 36.992,Negociando,,,
032745,2023-04-30,YouTube,Via Francigena,Autoguiado,1,Janeiro,R$ 7.225,Perdido,,,
032746,2021-05-30,Facebook,Caminho Francês,Guiado,1,Maio,R$ 9.350,Fechado,2021-07-03,34,R$ 9.027
032747,2025-12-23,TikTok,Caminho Primitivo,Premium,2,Dezembro,R$ 16.698,Sem resposta,,,
032748,2022-04-17,YouTube,Caminho Francês,Guiado,2,Dezembro,R$ 21.271,Sem resposta,,,
032749,2021-11-02,Google,Caminho do Norte,Autoguiado,1,Agosto,R$ 9.098,Negociando,,,
032750,2024-05-13,Facebook,Caminho Primitivo,Autoguiado,2,Novembro,R$ 17.564,Negociando,,,
032751,2020-09-07,Indicação,Caminho Primitivo,Guiado,2,Novembro,R$ 20.547,Perdido,,,
032752,2025-01-10,TikTok,Via Francigena,Autoguiado,1,Setembro,R$ 8.552,Fechado,2025-02-07,28,R$ 9.295
032753,2024-06-22,Indicação,Caminho Francês,Guiado,1,Novembro,R$ 12.586,Fechado,2024-06-28,6,R$ 12.116
032754,2025-06-14,Indicação,Caminho Primitivo,Premium,1,Abril,R$ 8.067,Negociando,,,
032755,2020-01-11,Instagram,Caminho do Norte,Guiado,2,Outubro,R$ 15.256,Negociando,,,
032756,2025-08-19,WhatsApp,Caminho Francês,Premium,2,Abril,R$ 20.714,Negociando,,,
032757,2021-06-06,YouTube,Caminho do Norte,Premium,3,Dezembro,R$ 21.757,Perdido,,,
032758,2023-10-25,Facebook,Via Francigena,Autoguiado,2,Agosto,R$ 14.559,Fechado,2023-11-29,35,R$ 15.260
032759,2022-10-16,WhatsApp,Caminho Português,Premium,5,Setembro,R$ 35.470,Sem resposta,,,
032760,2025-12-25,TikTok,Caminho Português,Autoguiado,2,Dezembro,R$ 15.735,Negociando,,,
032761,2026-02-16,Google,Caminho Português,Premium,2,Outubro,R$ 18.342,Perdido,,,
032762,2020-06-21,Google,Caminho Primitivo,Autoguiado,2,Agosto,R$ 17.349,Sem resposta,,,
032763,2025-05-14,Indicação,Via Francigena,Guiado,4,Julho,R$ 47.935,Fechado,2025-06-08,25,R$ 46.696
032764,2020-12-23,YouTube,Via Francigena,Guiado,1,Novembro,R$ 8.285,Perdido,,,
032765,2022-12-30,Indicação,Caminho do Norte,Autoguiado,2,Setembro,R$ 17.523,Fechado,2023-01-30,31,R$ 17.202
032766,2022-09-19,Google,Via Francigena,Premium,1,Agosto,R$ 11.705,Perdido,,,
032767,2022-03-21,WhatsApp,Caminho do Norte,Premium,2,Novembro,R$ 15.862,Fechado,2022-04-16,26,R$ 17.022
032768,2022-06-07,Facebook,Caminho Primitivo,Autoguiado,2,Maio,R$ 15.682,Negociando,,,
032769,2020-01-04,YouTube,Caminho Primitivo,Autoguiado,2,Setembro,R$ 15.965,Sem resposta,,,
032770,2024-09-02,TikTok,Caminho Francês,Autoguiado,1,Outubro,R$ 10.087,Negociando,,,
032771,2024-03-08,Instagram,Caminho Francês,Guiado,1,Abril,R$ 12.703,Negociando,,,
032772,2023-12-20,Indicação,Caminho Francês,Premium,2,Julho,R$ 18.373,Perdido,,,
032773,2022-11-05,TikTok,Via Francigena,Guiado,1,Abril,R$ 9.733,Negociando,,,
032774,2020-03-04,WhatsApp,Caminho Francês,Autoguiado,1,Junho,R$ 8.096,Sem resposta,,,
032775,2023-05-22,Instagram,Caminho Francês,Autoguiado,3,Março,R$ 31.504,Perdido,,,
032776,2026-11-22,Instagram,Caminho Português,Autoguiado,2,Maio,R$ 16.370,Negociando,,,
032777,2021-02-17,Google,Caminho do Norte,Premium,1,Outubro,R$ 8.186,Negociando,,,
032778,2026-04-25,WhatsApp,Via Francigena,Premium,2,Agosto,R$ 17.394,Negociando,,,
032779,2021-10-16,Instagram,Caminho Francês,Autoguiado,1,Junho,R$ 10.021,Perdido,,,
032780,2020-05-13,Instagram,Via Francigena,Autoguiado,2,Junho,R$ 19.180,Negociando,,,
032781,2024-12-31,TikTok,Caminho Francês,Premium,2,Agosto,R$ 25.673,Negociando,,,
032782,2026-05-29,WhatsApp,Caminho Francês,Premium,3,Dezembro,R$ 27.777,Negociando,,,
032783,2025-11-02,Google,Caminho Primitivo,Autoguiado,1,Novembro,R$ 7.142,Sem resposta,,,
032784,2023-02-06,Instagram,Caminho Francês,Autoguiado,1,Dezembro,R$ 8.084,Fechado,2023-03-10,32,R$ 7.706
032785,2022-09-10,YouTube,Caminho do Norte,Autoguiado,2,Junho,R$ 16.930,Negociando,,,
032786,2021-03-31,Google,Via Francigena,Premium,3,Junho,R$ 29.056,Negociando,,,
032787,2024-01-21,Instagram,Caminho Português,Guiado,4,Fevereiro,R$ 28.568,Sem resposta,,,
032788,2025-10-30,TikTok,Caminho Português,Autoguiado,2,Fevereiro,R$ 10.451,Negociando,,,
032789,2024-10-22,WhatsApp,Caminho Francês,Autoguiado,1,Março,R$ 7.989,Sem resposta,,,
032790,2025-02-09,Google,Caminho do Norte,Premium,2,Outubro,R$ 17.884,Sem resposta,,,
032791,2020-06-18,Indicação,Caminho Primitivo,Autoguiado,4,Maio,R$ 39.113,Negociando,,,
032792,2024-05-01,Facebook,Caminho Português,Autoguiado,3,Setembro,R$ 21.390,Negociando,,,
032793,2025-04-05,Facebook,Caminho Francês,Guiado,2,Maio,R$ 22.287,Fechado,2025-05-06,31,R$ 23.265
032794,2021-08-13,Indicação,Caminho do Norte,Guiado,1,Maio,R$ 7.803,Sem resposta,,,
032795,2021-11-19,YouTube,Caminho Primitivo,Guiado,1,Fevereiro,R$ 8.171,Negociando,,,
032796,2021-06-08,Indicação,Caminho do Norte,Premium,3,Abril,R$ 32.702,Perdido,,,
032797,2025-09-03,TikTok,Via Francigena,Guiado,2,Dezembro,R$ 18.443,Perdido,,,
032798,2023-10-21,TikTok,Caminho Primitivo,Autoguiado,2,Fevereiro,R$ 15.838,Sem resposta,,,
032799,2020-12-31,TikTok,Via Francigena,Guiado,3,Abril,R$ 34.602,Negociando,,,
032800,2022-04-18,TikTok,Caminho Português,Guiado,2,Abril,R$ 14.362,Negociando,,,
032801,2020-02-29,Facebook,Caminho Francês,Premium,1,Outubro,R$ 9.071,Fechado,2020-03-11,11,R$ 9.168
032802,2022-05-14,Facebook,Caminho Primitivo,Autoguiado,3,Maio,R$ 28.510,Negociando,,,
032803,2024-08-16,Instagram,Via Francigena,Premium,4,Abril,R$ 46.110,Negociando,,,
032804,2025-06-05,Instagram,Caminho Francês,Autoguiado,3,Novembro,R$ 25.804,Negociando,,,
032805,2024-05-28,Facebook,Via Francigena,Guiado,2,Agosto,R$ 19.279,Sem resposta,,,
032806,2021-08-10,Indicação,Via Francigena,Autoguiado,2,Setembro,R$ 13.914,Fechado,2021-08-16,6,R$ 12.897
032807,2021-12-13,WhatsApp,Caminho Português,Autoguiado,3,Outubro,R$ 19.379,Sem resposta,,,
032808,2024-01-20,WhatsApp,Caminho Francês,Guiado,2,Fevereiro,R$ 20.945,Sem resposta,,,
032809,2026-03-14,Facebook,Caminho Francês,Premium,1,Fevereiro,R$ 12.690,Negociando,,,
032810,2023-04-22,WhatsApp,Caminho Francês,Guiado,2,Abril,R$ 23.280,Fechado,2023-05-11,19,R$ 22.354
032811,2025-01-19,Instagram,Caminho do Norte,Premium,2,Maio,R$ 22.046,Negociando,,,
032812,2021-11-19,Indicação,Caminho Primitivo,Premium,5,Agosto,R$ 44.987,Fechado,2021-12-17,28,R$ 43.600
032813,2023-09-22,Instagram,Caminho do Norte,Autoguiado,2,Janeiro,R$ 12.668,Negociando,,,
032814,2021-11-13,Facebook,Caminho Primitivo,Autoguiado,1,Janeiro,R$ 9.099,Negociando,,,
032815,2022-02-15,WhatsApp,Caminho Francês,Premium,1,Junho,R$ 12.422,Negociando,,,
032816,2020-04-24,YouTube,Caminho do Norte,Guiado,2,Dezembro,R$ 19.808,Fechado,2020-05-28,34,R$ 19.008
032817,2022-03-03,TikTok,Caminho Português,Premium,2,Julho,R$ 16.955,Perdido,,,
032818,2021-08-01,TikTok,Via Francigena,Premium,3,Outubro,R$ 31.464,Fechado,2021-08-19,18,R$ 30.797
032819,2025-05-27,WhatsApp,Caminho Primitivo,Premium,2,Junho,R$ 19.898,Fechado,2025-06-24,28,R$ 19.708
032820,2020-10-22,Facebook,Caminho Francês,Guiado,3,Fevereiro,R$ 25.588,Sem resposta,,,
032821,2020-12-21,WhatsApp,Caminho Português,Guiado,1,Dezembro,R$ 9.660,Perdido,,,
032822,2024-01-12,Facebook,Caminho Primitivo,Autoguiado,5,Dezembro,R$ 40.352,Perdido,,,
032823,2025-09-11,TikTok,Caminho Francês,Autoguiado,3,Março,R$ 32.581,Negociando,,,
032824,2026-08-18,Google,Via Francigena,Guiado,3,Abril,R$ 32.502,Sem resposta,,,
032825,2024-06-15,Indicação,Caminho Francês,Premium,1,Junho,R$ 9.507,Sem resposta,,,
032826,2020-01-07,TikTok,Caminho Francês,Guiado,2,Outubro,R$ 16.953,Fechado,2020-01-28,21,R$ 16.232
032827,2020-08-27,Google,Via Francigena,Autoguiado,2,Fevereiro,R$ 15.636,Sem resposta,,,
032828,2020-01-14,Facebook,Caminho Francês,Guiado,2,Janeiro,R$ 19.766,Sem resposta,,,
032829,2025-03-19,YouTube,Caminho Primitivo,Guiado,3,Fevereiro,R$ 27.468,Sem resposta,,,
032830,2026-10-20,Indicação,Via Francigena,Autoguiado,2,Dezembro,R$ 15.320,Sem resposta,,,
032831,2020-03-19,Indicação,Caminho Português,Guiado,3,Fevereiro,R$ 20.990,Negociando,,,
032832,2020-02-05,WhatsApp,Caminho Primitivo,Autoguiado,2,Fevereiro,R$ 12.842,Negociando,,,
032833,2025-11-24,Google,Caminho Português,Premium,4,Abril,R$ 28.602,Negociando,,,
032834,2025-11-13,Indicação,Caminho Francês,Autoguiado,2,Agosto,R$ 21.252,Sem resposta,,,
032835,2022-03-27,Instagram,Caminho Francês,Guiado,2,Agosto,R$ 25.551,Fechado,2022-03-30,3,R$ 26.111
032836,2022-05-08,WhatsApp,Via Francigena,Premium,2,Janeiro,R$ 19.433,Perdido,,,
032837,2023-10-13,WhatsApp,Caminho Português,Premium,3,Março,R$ 22.325,Negociando,,,
032838,2022-12-03,Instagram,Caminho Primitivo,Autoguiado,1,Junho,R$ 8.414,Negociando,,,
032839,2021-05-13,TikTok,Caminho Português,Guiado,2,Julho,R$ 14.842,Fechado,2021-06-06,24,R$ 15.243
032840,2026-12-28,WhatsApp,Caminho do Norte,Premium,1,Setembro,R$ 8.500,Sem resposta,,,
032841,2021-02-19,WhatsApp,Caminho Português,Guiado,5,Setembro,R$ 39.734,Negociando,,,
032842,2024-12-07,Google,Caminho Primitivo,Premium,4,Agosto,R$ 45.105,Sem resposta,,,
032843,2023-09-01,YouTube,Via Francigena,Premium,3,Maio,R$ 35.217,Sem resposta,,,
032844,2021-07-31,Indicação,Caminho do Norte,Autoguiado,2,Janeiro,R$ 15.662,Negociando,,,
032845,2020-06-18,TikTok,Via Francigena,Premium,2,Agosto,R$ 17.161,Perdido,,,
032846,2021-12-07,Instagram,Via Francigena,Autoguiado,2,Março,R$ 18.252,Sem resposta,,,
032847,2021-01-25,YouTube,Via Francigena,Premium,2,Agosto,R$ 22.233,Perdido,,,
032848,2023-06-27,Instagram,Caminho Português,Premium,2,Julho,R$ 14.962,Negociando,,,
032849,2023-04-04,TikTok,Caminho Francês,Guiado,2,Maio,R$ 17.183,Negociando,,,
032850,2023-03-26,TikTok,Caminho Português,Guiado,3,Julho,R$ 25.401,Negociando,,,
032851,2022-03-25,Instagram,Caminho Português,Premium,1,Junho,R$ 9.548,Negociando,,,
032852,2021-05-22,Indicação,Caminho Primitivo,Guiado,5,Maio,R$ 51.526,Fechado,2021-06-04,13,R$ 56.639
032853,2025-02-26,WhatsApp,Caminho do Norte,Premium,2,Fevereiro,R$ 17.488,Perdido,,,
032854,2024-07-15,Facebook,Caminho Primitivo,Guiado,1,Agosto,R$ 7.755,Sem resposta,,,
032855,2023-09-11,Google,Caminho Português,Autoguiado,2,Outubro,R$ 14.256,Fechado,2023-09-30,19,R$ 13.179
032856,2024-03-09,TikTok,Via Francigena,Guiado,1,Setembro,R$ 10.777,Perdido,,,
032857,2021-05-14,Facebook,Caminho do Norte,Autoguiado,1,Outubro,R$ 7.078,Sem resposta,,,
032858,2020-12-03,Indicação,Caminho Francês,Autoguiado,4,Abril,R$ 43.585,Perdido,,,
032859,2023-02-02,Instagram,Caminho Português,Guiado,1,Junho,R$ 6.954,Sem resposta,,,
032860,2022-03-19,Facebook,Caminho do Norte,Premium,5,Julho,R$ 54.091,Negociando,,,
032861,2020-10-27,Indicação,Caminho do Norte,Autoguiado,2,Maio,R$ 13.458,Fechado,2020-11-10,14,R$ 13.658
032862,2026-11-02,Indicação,Caminho Francês,Premium,3,Outubro,R$ 29.587,Sem resposta,,,
032863,2020-09-22,WhatsApp,Caminho Primitivo,Guiado,2,Novembro,R$ 17.346,Fechado,2020-10-14,22,R$ 18.761
032864,2021-12-11,WhatsApp,Caminho do Norte,Autoguiado,2,Maio,R$ 12.102,Perdido,,,
032865,2025-03-18,Google,Caminho do Norte,Autoguiado,3,Novembro,R$ 20.375,Fechado,2025-03-21,3,R$ 20.928
032866,2024-10-12,YouTube,Caminho Francês,Premium,1,Maio,R$ 8.381,Sem resposta,,,
032867,2025-07-13,Facebook,Caminho Primitivo,Premium,3,Outubro,R$ 26.430,Fechado,2025-07-24,11,R$ 29.528
032868,2024-07-02,Facebook,Caminho do Norte,Autoguiado,2,Abril,R$ 18.732,Negociando,,,
032869,2023-01-16,Facebook,Caminho Francês,Premium,2,Março,R$ 22.392,Negociando,,,
032870,2021-09-08,WhatsApp,Via Francigena,Autoguiado,2,Março,R$ 15.539,Negociando,,,
032871,2024-07-10,TikTok,Caminho do Norte,Guiado,1,Março,R$ 8.298,Fechado,2024-07-22,12,R$ 7.815
032872,2022-07-07,YouTube,Caminho do Norte,Guiado,1,Outubro,R$ 7.322,Sem resposta,,,
032873,2022-05-11,Indicação,Caminho do Norte,Premium,3,Janeiro,R$ 25.079,Negociando,,,
032874,2021-01-16,YouTube,Caminho Primitivo,Premium,3,Dezembro,R$ 26.648,Fechado,2021-02-02,17,R$ 27.813
032875,2025-08-11,WhatsApp,Caminho Primitivo,Premium,2,Julho,R$ 16.593,Fechado,2025-09-02,22,R$ 16.242
032876,2026-03-16,Facebook,Caminho Francês,Guiado,1,Fevereiro,R$ 11.838,Negociando,,,
032877,2026-10-03,YouTube,Caminho Português,Premium,1,Março,R$ 9.261,Perdido,,,
